Unit,Description,Tag Name,Tag Type,Data Class
U_FLASK_03,Shake Flask virtual fermenter
U_FLASK_04,Shake Flask virtual fermenter
U_FLASK_05,Shake Flask virtual fermenter
U_HCCF_T472,HCCF tank T-472.
U_HCCF_T472OM,HCCF tank T-472 outlet manifold.
U_HCCF_T473,HCCF tank T-473.
U_HCCF_T473OM,HCCF tank T-473 outlet manifold.
U_HC_T470,Cleaning Tank T-470
U_HC_T471,Cleaning Tank T-471
U_HF_FILT_470,Harvest Final Filter Unit
U_HF_FILT_474,Harvest Final Filter Unit
U_HF_PRFLT_470,Harvest PrefiltersF-470.3/.4/.5/.8/.9/.10
U_HF_PRFLT_474,Harvest PrefiltersF-474.3/.4/.5/.8/.9/.10
U_HOOD_10052029,ISO 5 hood EIN 10052029 virtual unit
U_HOOD_10081056,ISO 5 hood EIN 10081056 virtual unit
U_HOOD_10081057,UDAF hood EIN 10081057 virtual unit
U_HOOD_10081058,UDAF hood EIN 10081058 virtual unit
U_HOOD_504113,ISO 5 hood EIN 504113 virtual unit
U_HS_U470,Harvest Skid U-470.
U_ME_U460,Media Exchange Skid U-460.
U_MH_T120,10,000L Media Hold tank T-120.
U_MH_T121,3000L Media Hold tank T-121.
U_MP13K_T104,13000L Media Preparation tank T-104.
U_MP13K_T104IM,13000L Media Preparation tank T-104inlet manifold.
U_MP3K_T101,3000L Media Preparation tank T-101.
U_MP3K_T101IM,3000L Media Preparation tank T-101 inletmanifold.
U_MP3K_T102,3000L Media Preparation tank T-102.
U_MP3K_T102IM,3000L Media Preparation tank T-102 inletmanifold.
U_MP3K_T103,3000L Media Preparation tank T-103.
U_MP3K_T103IM,3000L Media Preparation tank T-103 inletmanifold.
U_MP500_T100,500L Media Preparation tank T-100.
U_MP500_T105,500L Media Preparation tank T-105.
U_MPP_T119,200L Media Preparation Portable tankT-119.
U_NAL_01,Virtual Nalgene Media Prep Tank
U_NAL_02,Virtual Nalgene Media Prep Tank
U_NAL_03,Virtual Nalgene Media Prep Tank
U_NAL_04,Virtual Nalgene Media Prep Tank
U_NAL_05,Virtual Nalgene Media Prep Tank
U_NAL_06,Virtual Nalgene Media Prep Tank
U_NAL_07,Virtual Nalgene Media Prep Tank
U_NAL_08,Virtual Nalgene Media Prep Tank
U_NAL_09,Virtual Nalgene Media Prep Tank
U_NAL_10,Virtual Nalgene Media Prep Tank
U_NAL_100L_01,100 Liter Nalgene Media Prep Tank
U_NAL_100L_02,100 Liter Nalgene Media Prep Tank
U_NAL_200L_01,200 Liter Nalgene Media Prep Tank
U_NAL_200L_02,200 Liter Nalgene Media Prep Tank
U_NAL_400L_01,400 Liter Nalgene Media Prep Tank
U_NAL_400L_02,400 Liter Nalgene Media Prep Tank
U_PAST_H119,High Temperature Short Time pasteurizerfor Media Preparation Portable Tanks.
U_PAST_H150,Pasteurizer H-150.
U_PAST_H151,Pasteurizer H-151.
U_PAST_H152,Pasteurizer H-152.
U_PAST_H153,Pasteurizer H-153.
U_PAST_H154,Pasteurizer H-154.
U_PAST_H155,Pasteurizer H-155.
U_PCIP_M350,Fermentation portable tank CIP stationM-350.
U_PORT_T124_01,100L Portable tank.
U_PORT_T124_02,100L Portable tank.
U_PORT_T124_03,100L Portable tank.
U_PORT_T124_04,100L Portable tank.
U_PORT_T124_05,100L Portable tank.
U_PORT_T124_06,100L Portable tank.
U_PORT_T124_07,100L Portable tank.
U_PORT_T124_08,100L Portable tank.
U_PORT_T124_09,100L Portable tank.
U_PORT_T124_10,100L Portable tank.
U_PORT_T126_01,100L Portable tank.
U_PORT_T126_02,100L Portable tank.
U_PORT_T126_03,100L Portable tank.
U_PORT_T126_04,100L Portable tank.
U_PORT_T126_05,100L Portable tank.
U_PORT_T126_06,100L Portable tank.
U_PORT_T126_07,100L Portable tank.
U_PORT_T126_08,100L Portable tank.
U_PORT_T126_09,100L Portable tank.
U_PORT_T126_10,100L Portable tank.
U_PORT_T127_01,100L Portable tank.
U_PORT_T127_02,100L Portable tank.
U_PORT_T127_03,100L Portable tank.
U_PORT_T127_04,100L Portable tank.
U_PORT_T127_05,100L Portable tank.
U_PORT_T127_06,100L Portable tank.
U_PORT_T127_07,100L Portable tank.
U_PORT_T127_08,100L Portable tank.
U_PORT_T127_09,100L Portable tank.
U_PORT_T127_10,100L Portable tank.
U_PORT_T129_01,200L Portable tank.
U_PORT_T129_02,200L Portable tank.
U_PORT_T129_03,200L Portable tank.
U_PORT_T129_04,200L Portable tank.
U_PORT_T129_05,200L Portable tank.
U_PORT_T129_06,200L Portable tank.
U_PORT_T129_07,200L Portable tank.
U_PORT_T129_08,200L Portable tank.
U_PORT_T129_09,200L Portable tank.
U_PORT_T129_10,200L Portable tank.
U_PORT_T254_01,200L Portable tank.
U_PORT_T254_02,200L Portable tank.
U_PORT_T254_03,200L Portable tank.
U_PORT_T254_04,200L Portable tank.
U_PORT_T254_05,200L Portable tank.
U_PORT_T254_06,200L Portable tank.
U_PORT_T254_07,200L Portable tank.
U_PORT_T254_08,200L Portable tank.
U_PORT_T254_09,200L Portable tank.
U_PORT_T254_10,200L Portable tank.
U_PORT_T255_01,200L Portable tank.
U_PORT_T255_02,200L Portable tank.
U_PORT_T255_03,200L Portable tank.
U_PORT_T255_04,200L Portable tank.
U_PORT_T255_05,200L Portable tank.
U_PORT_T255_06,200L Portable tank.
U_PORT_T255_07,200L Portable tank.
U_PORT_T255_08,200L Portable tank.
U_PORT_T255_09,200L Portable tank.
U_PORT_T255_10,200L Portable tank.
U_PORT_T256_01,200L Portable tank.
U_PORT_T256_02,200L Portable tank.
U_PORT_T256_03,200L Portable tank.
U_PORT_T256_04,200L Portable tank.
U_PORT_T256_05,200L Portable tank.
U_PORT_T256_06,200L Portable tank.
U_PORT_T256_07,200L Portable tank.
U_PORT_T256_08,200L Portable tank.
U_PORT_T256_09,200L Portable tank.
U_PORT_T256_10,200L Portable tank.
U_PORT_T257_01,200L Portable tank.
U_PORT_T257_02,200L Portable tank.
U_PORT_T257_03,200L Portable tank.
U_PORT_T257_04,200L Portable tank.
U_PORT_T257_05,200L Portable tank.
U_PORT_T257_06,200L Portable tank.
U_PORT_T257_07,200L Portable tank.
U_PORT_T257_08,200L Portable tank.
U_PORT_T257_09,200L Portable tank.
U_PORT_T257_10,200L Portable tank.
U_PORT_T258_01,200L Portable tank.
U_PORT_T258_02,200L Portable tank.
U_PORT_T258_03,200L Portable tank.
U_PORT_T258_04,200L Portable tank.
U_PORT_T258_05,200L Portable tank.
U_PORT_T258_06,200L Portable tank.
U_PORT_T258_07,200L Portable tank.
U_PORT_T258_08,200L Portable tank.
U_PORT_T258_09,200L Portable tank.
U_PORT_T258_10,200L Portable tank.
U_PORT_T259_01,200L Portable tank.
U_PORT_T259_02,200L Portable tank.
U_PORT_T259_03,200L Portable tank.
U_PORT_T259_04,200L Portable tank.
U_PORT_T259_05,200L Portable tank.
U_PORT_T259_06,200L Portable tank.
U_PORT_T259_07,200L Portable tank.
U_PORT_T259_08,200L Portable tank.
U_PORT_T259_09,200L Portable tank.
U_PORT_T259_10,200L Portable tank.
U_PRIMF_T132,WFI tank T132.
U_PRIMR_X135,Primatone Blender X-135.
U_PRIM_T130,Primatone-RL tank T-130.
U_PRIM_T131,Primatone-HS tank T-131.
U_PRIM_WT,136 Primatone Scale.
U_PSIP_FLR3_STN1,Floor-3 Portable tank SIP station-1.
U_PSIP_FLR3_STN2,Floor-3 Portable tank SIP station-2.
U_SAMPLE_01,LIMS Sample Unit
U_SAMPLE_02,LIMS Sample Unit
U_SAMPLE_03,LIMS Sample Unit
U_SAMPLE_04,LIMS Sample Unit
U_SAMPLE_05,LIMS Sample Unit
U_SAMPLE_06,LIMS Sample Unit
U_SAMPLE_07,LIMS Sample Unit
U_SAMPLE_08,LIMS Sample Unit
U_SAMPLE_09,LIMS Sample Unit
U_SAMPLE_10,LIMS Sample Unit
U_SAMPLE_11,LIMS Sample Unit
U_SAMPLE_12,LIMS Sample Unit
U_SAMPLE_13,LIMS Sample Unit
U_SAMPLE_14,LIMS Sample Unit
U_SAMPLE_15,LIMS Sample Unit
U_SAMPLE_16,LIMS Sample Unit
U_SAMPLE_17,LIMS Sample Unit
U_SAMPLE_18,LIMS Sample Unit
U_SAMPLE_19,LIMS Sample Unit
U_SAMPLE_20,LIMS Sample Unit
U_SAMPLE_21,LIMS Sample Unit
U_SAMPLE_22,LIMS Sample Unit
U_SAMPLE_23,LIMS Sample Unit
U_SAMPLE_24,LIMS Sample Unit
U_SAMPLE_25,LIMS Sample Unit
U_SAMPLE_26,LIMS Sample Unit
U_SAMPLE_27,LIMS Sample Unit
U_SAMPLE_28,LIMS Sample Unit
U_SAMPLE_29,LIMS Sample Unit
U_SAMPLE_30,LIMS Sample Unit
U_SAMPLE_31,LIMS Sample Unit
U_SAMPLE_32,LIMS Sample Unit
U_SAMPLE_33,LIMS Sample Unit
U_SAMPLE_34,LIMS Sample Unit
U_SAMPLE_35,LIMS Sample Unit
U_SAMPLE_36,LIMS Sample Unit
U_SAMPLE_37,LIMS Sample Unit
U_SAMPLE_38,LIMS Sample Unit
U_SAMPLE_39,LIMS Sample Unit
U_SAMPLE_40,LIMS Sample Unit
U_SCALE_01,SVMP and Seedlab Scale Units
U_SCALE_02,SVMP and Seedlab Scale Units
U_SCALE_03,SVMP and Seedlab Scale Units
U_SCALE_04,SVMP and Seedlab Scale Units
U_SCALE_05,SVMP and Seedlab Scale Units
U_SCALE_06,SVMP and Seedlab Scale Units
U_SLBAY400A01,seedlab bay 400A01
U_SLBAY400A02,seedlab bay 400A02
U_SLBAY400B01,seedlab bay 400B01
U_SLBAY400B02,seedlab bay 400B02
U_SLBAY400C01,seedlab bay 400C01
U_SLBAY400C02,seedlab bay 400C02
U_SLBAY400D01,seedlab bay 400D01
U_SLBAY400D02,seedlab bay 400D02
U_SLBAY400E01,seedlab bay 400E01
U_SLBAY400E02,seedlab bay 400E02
U_SLBAY400F01,seedlab bay 400F01
U_SLBAY400F02,seedlab bay 400F02
U_SLBAY400G01,seedlab bay 400G01
U_SLBAY400G02,seedlab bay 400G02
U_SLBAY400H01,seedlab bay 400H01
U_SLBAY400H02,seedlab bay 400H02
U_SPINNER_01,spinnner virtual fermenter
U_SPINNER_02,spinnner virtual fermenter
U_SPINNER_03,spinnner virtual fermenter
U_SPINNER_04,spinnner virtual fermenter
U_SPINNER_05,spinnner virtual fermenter
U_SPINNER_06,spinnner virtual fermenter
U_SPINNER_07,spinnner virtual fermenter
U_SPINNER_08,spinnner virtual fermenter
U_SPINNER_09,spinnner virtual fermenter
U_SPINNER_10,spinnner virtual fermenter
U_STORAGE_11,virtual storage unit 11
U_STORAGE_12,virtual storage unit 12
U_STORAGE_13,virtual storage unit 13
U_STORAGE_14,virtual storage unit 14
U_STORAGE_15,virtual storage unit 15
U_STORAGE_16,virtual storage unit 16
U_STORAGE_17,virtual storage unit 17
U_STORAGE_18,virtual storage unit 18
U_STORAGE_19,virtual storage unit 19
U_STORAGE_20,virtual storage unit 20
U_STORAGE_21,virtual storage unit 21
U_STORAGE_22,virtual storage unit 22
U_STORAGE_23,virtual storage unit 23
U_STORAGE_24,virtual storage unit 24
U_STORAGE_25,virtual storage unit 25
U_WAVE_X7351,Wave Bag unit X7351
U_WAVE_X7352,Wave Bag unit X7352
U_WAVE_X7353,Wave Bag unit X7353
U_WFI20,Fermentation WFI Loop-1 for automaticdrops. Supply tank T-20.
U_WFI21,Fermentation WFI Loop-2 for manualdrops. Supply tank T-21.
U_CARB_STATUS, 
U_CARB_T140, 
U_CARB_T141, 
U_CENT_X474, 
U_CENT_X475, 
U_CHEM_PUMPS, 
U_CIP_1, 
U_CIP_2, 
U_CIP_5, 
U_CLEAN_STEAM, 
U_DRAIN_U460, 
U_DRAIN_WFI20, 
U_DRAIN_WFI21, 
U_F12K_T440, 
U_F12K_T440N, 
U_F12K_T441, 
U_F12K_T441N, 
U_F12K_T442, 
U_F12K_T442N, 
U_F12K_T443, 
U_F12K_T443N, 
U_F12K_T444, 
U_F12K_T444N, 
U_F12K_T445, 
U_F12K_T445N, 
U_F12K_T446, 
U_F12K_T446N, 
U_F12K_T447, 
U_F12K_T447N, 
U_F12K_T448, 
U_F12K_T448N, 
U_F12K_T449, 
U_F12K_T449N, 
U_F12K_T450, 
U_F12K_T450N, 
U_F12K_T451, 
U_F12K_T451N, 
U_F20L_T400, 
U_F20L_T400_1, 
U_F20L_T400_2, 
U_F20L_T400_3, 
U_F20L_T400_4, 
U_F20L_T401, 
U_F20L_T402, 
U_F20L_T403, 
U_F20L_T404, 
U_F20L_T405, 
U_F20L_T407, 
U_F20L_T408, 
U_F20L_T409, 
U_F20L_T7301, 
U_F20L_T7302, 
U_F20L_T7303, 
U_F20L_T7304, 
U_F20L_T7305, 
U_F20L_T7306, 
U_F20L_T7310, 
U_F20L_T7311, 
U_F20L_T7315, 
U_F20L_T7316, 
U_F2K_T430, 
U_F2K_T430N, 
U_F2K_T431, 
U_F2K_T431N, 
U_F2K_T432, 
U_F2K_T432N, 
U_F2K_T433, 
U_F2K_T433N, 
U_F2K_T434, 
U_F2K_T434N, 
U_F400_T420, 
U_F400_T420N, 
U_F400_T421, 
U_F400_T421N, 
U_F400_T422, 
U_F400_T422N, 
U_F400_T423, 
U_F400_T423N, 
U_F400_T424, 
U_F400_T424N, 
U_F80_T410, 
U_F80_T410AE, 
U_F80_T410N, 
U_F80_T411, 
U_F80_T411AE, 
U_F80_T411N, 
U_F80_T412, 
U_F80_T412AE, 
U_F80_T412N, 
U_F80_T413, 
U_F80_T413AE, 
U_F80_T413N, 
U_F80_T414, 
U_F80_T414AE, 
U_F80_T414N, 
U_FH_1532, 
U_FH_1533, 
U_FH_1552, 
U_FH_1553, 
U_FLASK_01, 
U_FLASK_02, 
U_FLASK_03, 
U_FLASK_04, 
U_FLASK_05, 
U_HCCF_T472, 
U_HCCF_T472OM, 
U_HCCF_T473, 
U_HCCF_T473OM, 
U_HC_T470, 
U_HC_T471, 
U_HF_FILT_470, 
U_HF_FILT_474, 
U_HF_PRFLT_470, 
U_HF_PRFLT_474, 
U_HOOD_10052029, 
U_HOOD_10081056, 
U_HOOD_10081057, 
U_HOOD_10081058, 
U_HOOD_504113, 
U_HS_U470, 
U_ME_U460, 
U_MH_T120, 
U_MH_T121, 
U_MP13K_T104, 
U_MP13K_T104IM, 
U_MP3K_T101, 
U_MP3K_T101IM, 
U_MP3K_T102, 
U_MP3K_T102IM, 
U_MP3K_T103, 
U_MP3K_T103IM, 
U_MP500_T100, 
U_MP500_T105, 
U_MPP_T119, 
U_NAL_01, 
U_NAL_02, 
U_NAL_03, 
U_NAL_04, 
U_NAL_05, 
U_NAL_06, 
U_NAL_07, 
U_NAL_08, 
U_NAL_09, 
U_NAL_10, 
U_NAL_100L_01, 
U_NAL_100L_02, 
U_NAL_200L_01, 
U_NAL_200L_02, 
U_NAL_400L_01, 
U_NAL_400L_02, 
U_PAST_H119, 
U_PAST_H150, 
U_PAST_H151, 
U_PAST_H152, 
U_PAST_H153, 
U_PAST_H154, 
U_PAST_H155, 
U_PCIP_M350, 
U_PORT_T124_01, 
U_PORT_T124_02, 
U_PORT_T124_03, 
U_PORT_T124_04, 
U_PORT_T124_05, 
U_PORT_T124_06, 
U_PORT_T124_07, 
U_PORT_T124_08, 
U_PORT_T124_09, 
U_PORT_T124_10, 
U_PORT_T126_01, 
U_PORT_T126_02, 
U_PORT_T126_03, 
U_PORT_T126_04, 
U_PORT_T126_05, 
U_PORT_T126_06, 
U_PORT_T126_07, 
U_PORT_T126_08, 
U_PORT_T126_09, 
U_PORT_T126_10, 
U_PORT_T127_01, 
U_PORT_T127_02, 
U_PORT_T127_03, 
U_PORT_T127_04, 
U_PORT_T127_05, 
U_PORT_T127_06, 
U_PORT_T127_07, 
U_PORT_T127_08, 
U_PORT_T127_09, 
U_PORT_T127_10, 
U_PORT_T129_01, 
U_PORT_T129_02, 
U_PORT_T129_03, 
U_PORT_T129_04, 
U_PORT_T129_05, 
U_PORT_T129_06, 
U_PORT_T129_07, 
U_PORT_T129_08, 
U_PORT_T129_09, 
U_PORT_T129_10, 
U_PORT_T254_01, 
U_PORT_T254_02, 
U_PORT_T254_03, 
U_PORT_T254_04, 
U_PORT_T254_05, 
U_PORT_T254_06, 
U_PORT_T254_07, 
U_PORT_T254_08, 
U_PORT_T254_09, 
U_PORT_T254_10, 
U_PORT_T255_01, 
U_PORT_T255_02, 
U_PORT_T255_03, 
U_PORT_T255_04, 
U_PORT_T255_05, 
U_PORT_T255_06, 
U_PORT_T255_07, 
U_PORT_T255_08, 
U_PORT_T255_09, 
U_PORT_T255_10, 
U_PORT_T256_01, 
U_PORT_T256_02, 
U_PORT_T256_03, 
U_PORT_T256_04, 
U_PORT_T256_05, 
U_PORT_T256_06, 
U_PORT_T256_07, 
U_PORT_T256_08, 
U_PORT_T256_09, 
U_PORT_T256_10, 
U_PORT_T257_01, 
U_PORT_T257_02, 
U_PORT_T257_03, 
U_PORT_T257_04, 
U_PORT_T257_05, 
U_PORT_T257_06, 
U_PORT_T257_07, 
U_PORT_T257_08, 
U_PORT_T257_09, 
U_PORT_T257_10, 
U_PORT_T258_01, 
U_PORT_T258_02, 
U_PORT_T258_03, 
U_PORT_T258_04, 
U_PORT_T258_05, 
U_PORT_T258_06, 
U_PORT_T258_07, 
U_PORT_T258_08, 
U_PORT_T258_09, 
U_PORT_T258_10, 
U_PORT_T259_01, 
U_PORT_T259_02, 
U_PORT_T259_03, 
U_PORT_T259_04, 
U_PORT_T259_05, 
U_PORT_T259_06, 
U_PORT_T259_07, 
U_PORT_T259_08, 
U_PORT_T259_09, 
U_PORT_T259_10, 
U_PRIMF_T132, 
U_PRIMR_X135, 
U_PRIM_T130, 
U_PRIM_T131, 
U_PRIM_WT, 
U_PSIP_FLR3_STN1, 
U_PSIP_FLR3_STN2, 
U_SAMPLE_01, 
U_SAMPLE_02, 
U_SAMPLE_03, 
U_SAMPLE_04, 
U_SAMPLE_05, 
U_SAMPLE_06, 
U_SAMPLE_07, 
U_SAMPLE_08, 
U_SAMPLE_09, 
U_SAMPLE_10, 
U_SAMPLE_11, 
U_SAMPLE_12, 
U_SAMPLE_13, 
U_SAMPLE_14, 
U_SAMPLE_15, 
U_SAMPLE_16, 
U_SAMPLE_17, 
U_SAMPLE_18, 
U_SAMPLE_19, 
U_SAMPLE_20, 
U_SAMPLE_21, 
U_SAMPLE_22, 
U_SAMPLE_23, 
U_SAMPLE_24, 
U_SAMPLE_25, 
U_SAMPLE_26, 
U_SAMPLE_27, 
U_SAMPLE_28, 
U_SAMPLE_29, 
U_SAMPLE_30, 
U_SAMPLE_31, 
U_SAMPLE_32, 
U_SAMPLE_33, 
U_SAMPLE_34, 
U_SAMPLE_35, 
U_SAMPLE_36, 
U_SAMPLE_37, 
U_SAMPLE_38, 
U_SAMPLE_39, 
U_SAMPLE_40, 
U_SCALE_01, 
U_SCALE_02, 
U_SCALE_03, 
U_SCALE_04, 
U_SCALE_05, 
U_SCALE_06, 
U_SLBAY400A01, 
U_SLBAY400A02, 
U_SLBAY400B01, 
U_SLBAY400B02, 
U_SLBAY400C01, 
U_SLBAY400C02, 
U_SLBAY400D01, 
U_SLBAY400D02, 
U_SLBAY400E01, 
U_SLBAY400E02, 
U_SLBAY400F01, 
U_SLBAY400F02, 
U_SLBAY400G01, 
U_SLBAY400G02, 
U_SLBAY400H01, 
U_SLBAY400H02, 
U_SPINNER_01, 
U_SPINNER_02, 
U_SPINNER_03, 
U_SPINNER_04, 
U_SPINNER_05, 
U_SPINNER_06, 
U_SPINNER_07, 
U_SPINNER_08, 
U_SPINNER_09, 
U_SPINNER_10, 
U_STORAGE_11, 
U_STORAGE_12, 
U_STORAGE_13, 
U_STORAGE_14, 
U_STORAGE_15, 
U_STORAGE_16, 
U_STORAGE_17, 
U_STORAGE_18, 
U_STORAGE_19, 
U_STORAGE_20, 
U_STORAGE_21, 
U_STORAGE_22, 
U_STORAGE_23, 
U_STORAGE_24, 
U_STORAGE_25, 
U_WAVE_X7351, 
U_WAVE_X7352, 
U_WAVE_X7353, 
U_WFI20, 
U_WFI21, 
U_CHEM_PUMPS,Cleaning chemical pumps to MediaExchange skid U-460.Segments----------------S_CHEM_PUMPS
U_CIP_1,CIP Skid-1 to Pasteurizer H-150.Jumper B-AD on M-116.1. Jumper C-WX onM116.1.Segments----------------S_CIPS_FER_04S_M1161_H150S_CIPR_FER_05
U_CIP_1,CIP Skid-1 to Pasteurizer H-150.
U_CIP_1,CIP Skid-1 to Pasteurizer H-151. JumperB-HK on M-116.1.Segments----------------S_CIPS_FER_04S_M1161_H151
U_CIP_1,CIP Skid-1 to Pasteurizer H-152. JumperB-PS on M-116.1.Segments----------------S_CIPS_FER_04S_M1161_H152
U_CIP_1,CIP Skid-1 to Pasteurizer H-153. JumperB-WZ on M-116.1.Segments----------------S_CIPS_FER_04S_M1161_H153
U_CIP_1,CIP Skid-1 to Pasteurizer H-155. JumperB-BD on M-104.1.Segments----------------S_CIPS_FER_04S_M1041_H155
U_CIP_1,CIP-1 to Past H-155.Cleaning to T-120inlet manfld.Jumper B-BD on M-104.1Jumper C-IAM on M486.1.Segments----------------S_CIPS_FER_04S_CIPR_FER_07S_M1041_H155S_T120_IMS_H155_M4861S_M4861_T120IM
U_CIP_1,CIP Skid-1 to Portable tank CIP/SIPstation M-350.Segments----------------S_CIPR_FER_03S_CIPS_FER_11
U_CIP_1,CIP Skid-1 to Harvest Prefilters F-470.Segments----------------S_CIPR_FER_09S_CIPS_FER_09
U_CIP_1,CIP Skid-1 to Harvest Prefilters F-474.Segments----------------S_CIPR_FER_12S_CIPS_FER_09
U_CIP_1,CIP Skid-1 to Media Prep tank T-100.Jumper C-ST on M-116.1.Segments----------------S_CIPS_FER_06S_CIPR_FER_05
U_CIP_1,Media Preparation tank T-100 to F481.1.Jumper B-BD on M116.1.Segments----------------S_CIPS_FER_06
U_CIP_1,CIP Skid-1 to Media Preparation tankT-101 inlet manifold. Jumper C-PR onM-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_06
